"AnimalName","AnimalGender","AnimalBirthYear","BreedName","ZipCode","LicenseIssuedDate","LicenseExpiredDate","Extract.Year","Borough","BoroughPop"
"PAIGE","F",2014,"American Pit Bull Mix / Pit Bull Mix",10035,"09/12/2014","09/12/2017",2016,"Manhattan",1649114
"YOGI","M",2010,"Boxer",10465,"09/12/2014","10/02/2017",2016,"Bronx",1438159
"ALI","M",2014,"Basenji",10013,"09/12/2014","09/12/2019",2016,"Manhattan",1649114
"QUEEN","F",2013,"Akita Crossbreed",10013,"09/12/2014","09/12/2017",2016,"Manhattan",1649114
"LOLA","F",2009,"Maltese",10028,"09/12/2014","10/09/2017",2016,"Manhattan",1649114
"CHEWBACCA","F",2012,"Labrador Retriever Crossbreed",10013,"09/12/2014","10/01/2019",2016,"Manhattan",1649114
"HEIDI-BO","F",2007,"Dachshund Smooth Coat",11215,"09/13/2014","04/16/2017",2016,"Brooklyn",2621793
"MASSIMO","M",2009,"Bull Dog, French",11201,"09/13/2014","09/17/2017",2016,"Brooklyn",2621793
"LOLA","F",2006,"Miniature Pinscher",10022,"09/13/2014","10/03/2019",2016,"Manhattan",1649114
"LEMMY","F",2005,"Yorkshire Terrier",10003,"09/13/2014","10/26/2017",2016,"Manhattan",1649114
"LUCY","F",2014,"Dachshund Smooth Coat Miniature",11215,"09/13/2014","09/13/2019",2016,"Brooklyn",2621793
"RICKY","M",2014,"German Shepherd Dog",11220,"09/13/2014","09/13/2017",2016,"Brooklyn",2621793
"MURPHY","M",2012,"American Pit Bull Mix / Pit Bull Mix",10463,"09/13/2014","09/28/2017",2016,"Bronx",1438159
"JUNE","F",2010,"Cavalier King Charles Spaniel",11238,"09/13/2014","10/28/2019",2016,"Brooklyn",2621793
"ELIZABETH","F",2013,"Cavalier King Charles Spaniel",10022,"09/13/2014","09/13/2019",2016,"Manhattan",1649114
"AVERY","F",2014,"American Pit Bull Terrier/Pit Bull",10002,"09/13/2014","09/13/2019",2016,"Manhattan",1649114
"SOPHIE","F",2011,"Boxer",10308,"09/13/2014","10/23/2019",2016,"Staten Island",473324
"BENSON","M",2010,"Boxer",11209,"09/13/2014","10/29/2019",2016,"Brooklyn",2621793
"BIGS","M",2004,"American Pit Bull Terrier/Pit Bull",11208,"09/13/2014","10/27/2019",2016,"Brooklyn",2621793
"BESS","F",2010,"Beagle",11218,"09/13/2014","09/13/2016",2016,"Brooklyn",2621793
"APPLE","M",2013,"Havanese",10025,"09/13/2014","10/16/2019",2016,"Manhattan",1649114
"MUNECA","F",2013,"Beagle",11232,"09/13/2014","09/13/2019",2016,"Brooklyn",2621793
"DOTTIE","F",2013,"Poodle, Standard",10025,"09/13/2014","09/13/2017",2016,"Manhattan",1649114
"OSCAR","M",2008,"German Shorthaired Pointer",10025,"09/13/2014","09/13/2019",2016,"Manhattan",1649114
"BUDDY","M",2012,"Bull Terrier",10312,"09/13/2014","10/05/2019",2016,"Staten Island",473324
"JOEY","F",2010,"Labrador Retriever Crossbreed",10023,"09/14/2014","07/30/2017",2016,"Manhattan",1649114
"MAX","M",2005,"Dachshund, Long Haired",10023,"09/14/2014","09/14/2019",2016,"Manhattan",1649114
"SAMMY","M",2007,"Beagle",11231,"09/14/2014","10/15/2017",2016,"Brooklyn",2621793
"NINA","F",2010,"Schnauzer, Miniature",10461,"09/14/2014","10/27/2017",2016,"Bronx",1438159
"SHERRIE","M",2008,"Yorkshire Terrier",11224,"09/14/2014","10/06/2017",2016,"Brooklyn",2621793
"ELAINE","F",2005,"Labrador Retriever",10471,"09/14/2014","09/14/2019",2016,"Bronx",1438159
"DEDE","M",2013,"Boston Terrier",11236,"09/14/2014","09/14/2019",2016,"Brooklyn",2621793
"LILAH","F",2008,"Norfolk Terrier",11209,"09/14/2014","09/14/2017",2016,"Brooklyn",2621793
"COOBY","M",2013,"Bichon Frise",10002,"09/14/2014","09/14/2017",2016,"Manhattan",1649114
"RANGER","M",2007,"German Shorthaired Pointer",11229,"09/14/2014","09/14/2017",2016,"Brooklyn",2621793
"SANDEE","F",2009,"Schnauzer, Miniature",11361,"09/14/2014","10/04/2017",2016,"Queens",2321580
"TIBERIUS","M",2006,"Golden Retriever",10021,"09/14/2014","10/10/2017",2016,"Manhattan",1649114
"COCO","F",2009,"Bichon Frise",10309,"09/15/2014","10/22/2017",2016,"Staten Island",473324
"DEXTER","M",2010,"Cavalier King Charles Spaniel",11201,"09/15/2014","10/24/2017",2016,"Brooklyn",2621793
"LUNA","F",2009,"Schnauzer, Miniature",11215,"09/15/2014","10/20/2017",2016,"Brooklyn",2621793
"DUKE","M",2012,"Boxer",10012,"09/15/2014","09/16/2017",2016,"Manhattan",1649114
"ROCCO","M",2010,"Chihuahua",10012,"09/15/2014","10/04/2019",2016,"Manhattan",1649114
"JUNO","F",2010,"Maltese",10473,"09/15/2014","09/14/2017",2016,"Bronx",1438159
"TRUMAN","M",2007,"Bull Dog, French",11104,"09/15/2014","10/30/2017",2016,"Queens",2321580
"BLUE","M",2008,"Collie, Border",10034,"09/15/2014","09/24/2019",2016,"Manhattan",1649114
"JOSH","F",2010,"Chihuahua",11379,"09/15/2014","10/09/2017",2016,"Queens",2321580
"BUCKLEY","F",2006,"Labrador Retriever Crossbreed",10022,"09/15/2014","10/28/2017",2016,"Manhattan",1649114
"CHLOE","F",2005,"American Pit Bull Mix / Pit Bull Mix",10029,"09/15/2014","10/14/2017",2016,"Manhattan",1649114
"TWIGGY","F",2004,"American Pit Bull Mix / Pit Bull Mix",10029,"09/15/2014","10/30/2017",2016,"Manhattan",1649114
"MAX","M",2008,"American Pit Bull Mix / Pit Bull Mix",10029,"09/15/2014","10/24/2017",2016,"Manhattan",1649114
"NAHLA","F",2011,"Labrador Retriever",10023,"09/15/2014","09/15/2017",2016,"Manhattan",1649114
"CHEWY","M",2012,"Chihuahua",11224,"09/15/2014","09/15/2017",2016,"Brooklyn",2621793
"ZOEY","F",2011,"Poodle, Miniature",11215,"09/15/2014","10/20/2017",2016,"Brooklyn",2621793
"ROCKY","M",2012,"Yorkshire Terrier",10451,"09/15/2014","10/09/2017",2016,"Bronx",1438159
"BAXTER","M",2013,"Beagle",11374,"09/15/2014","11/21/2019",2016,"Queens",2321580
"ANGEL","M",2000,"Bichon Frise",10467,"09/15/2014","10/31/2017",2016,"Bronx",1438159
"BAILEY","M",2005,"Shih Tzu",10021,"09/15/2014","10/14/2017",2016,"Manhattan",1649114
"DAKOTA","F",2011,"Kooikerhondje",10016,"09/16/2014","09/16/2017",2016,"Manhattan",1649114
"CHARLIE","M",2007,"Labrador Retriever",11435,"09/16/2014","09/03/2019",2016,"Queens",2321580
"KONA","M",2008,"Shih Tzu",10022,"09/16/2014","10/15/2019",2016,"Manhattan",1649114
"GEORGE","M",2013,"Bull Dog, English",10011,"09/16/2014","09/16/2017",2016,"Manhattan",1649114
"ZOEY","F",2010,"American Eskimo dog",10016,"09/16/2014","09/16/2016",2016,"Manhattan",1649114
"JUPLAY","M",2002,"Beagle",11106,"09/16/2014","10/23/2017",2016,"Queens",2321580
"TOSHA","F",2011,"Collie, Smooth Coat",10024,"09/16/2014","10/11/2017",2016,"Manhattan",1649114
"TIGGER","M",2012,"Golden Retriever",10280,"09/16/2014","10/31/2019",2016,"Manhattan",1649114
"BRODY","M",2006,"Cocker Spaniel",10035,"09/16/2014","09/16/2016",2016,"Manhattan",1649114
"BELLA","F",2005,"Beagle",10031,"09/16/2014","10/26/2017",2016,"Manhattan",1649114
"A.J.","M",2005,"Puggle",10308,"09/16/2014","07/30/2017",2016,"Staten Island",473324
"SANDY","F",2011,"Lhasa Apso",10011,"09/16/2014","10/15/2017",2016,"Manhattan",1649114
"COOPER","M",2011,"French Bulldog",10309,"09/16/2014","09/16/2019",2016,"Staten Island",473324
"TY","M",2010,"Siberian Husky",11236,"09/16/2014","09/16/2017",2016,"Brooklyn",2621793
"OLIVER","M",2008,"Poodle",10025,"09/16/2014","09/16/2016",2016,"Manhattan",1649114
"COSMO","M",2009,"Boxer",10003,"09/17/2014","09/17/2016",2016,"Manhattan",1649114
"ZOE","F",2009,"Chihuahua",10475,"09/17/2014","09/17/2016",2016,"Bronx",1438159
"KIMBERLY","F",2011,"American Pit Bull Mix / Pit Bull Mix",11230,"09/17/2014","03/21/2017",2016,"Brooklyn",2621793
"NOVA","F",2010,"Poodle, Toy",10460,"09/17/2014","09/04/2016",2016,"Bronx",1438159
"KIRBY","M",2009,"Jack Russell Terrier",11106,"09/17/2014","10/17/2016",2016,"Queens",2321580
"ZOE","F",2014,"Labrador Retriever",11101,"09/17/2014","09/17/2019",2016,"Queens",2321580
"SPUDS","M",2010,"Bulldog",10461,"09/17/2014","09/17/2017",2016,"Bronx",1438159
"BOO","F",2013,"Labradoodle",11211,"09/17/2014","09/17/2019",2016,"Brooklyn",2621793
"SAMMY","M",2006,"Shiba Inu",10011,"09/17/2014","10/31/2016",2016,"Manhattan",1649114
"MAX","M",2005,"Pug",10025,"09/17/2014","10/30/2016",2016,"Manhattan",1649114
"WALTER","M",2010,"American Pit Bull Terrier/Pit Bull",11375,"09/17/2014","05/17/2019",2016,"Queens",2321580
"BELLA","F",2012,"Yorkshire Terrier",10013,"09/17/2014","09/17/2019",2016,"Manhattan",1649114
"POPPETT","F",2011,"Dachshund, Long Haired Miniature",10024,"09/18/2014","09/18/2019",2016,"Manhattan",1649114
"MOLLIE","F",2012,"American Pit Bull Mix / Pit Bull Mix",11228,"09/18/2014","07/29/2016",2016,"Brooklyn",2621793
"MARTY","M",2009,"Havanese",10036,"09/18/2014","06/25/2017",2016,"Manhattan",1649114
"BUTTERFLY","F",2012,"Bull Dog, French",10023,"09/18/2014","08/21/2017",2016,"Manhattan",1649114
"GRAISY","F",2009,"Chihuahua",10462,"09/18/2014","10/08/2017",2016,"Bronx",1438159
"SMOKEY","M",2013,"American Staffordshire Terrier",10036,"09/18/2014","09/18/2019",2016,"Manhattan",1649114
"SPARKY","M",2010,"Tibetan Terrier",10458,"09/18/2014","09/18/2017",2016,"Bronx",1438159
"GIGI","F",2009,"Poodle, Standard",11201,"09/18/2014","09/18/2019",2016,"Brooklyn",2621793
"PHILLIP","M",2011,"Maltese",10463,"09/18/2014","09/18/2019",2016,"Bronx",1438159
"KATE","F",2011,"Maltese",10463,"09/18/2014","09/18/2019",2016,"Bronx",1438159
"RUSTY","M",2005,"German Shepherd Crossbreed",11218,"09/18/2014","10/30/2016",2016,"Brooklyn",2621793
"CURTIS","M",2010,"Labrador Retriever",11215,"09/18/2014","10/24/2017",2016,"Brooklyn",2621793
"MONEYPENNY","F",2014,"Chinese Crested",11215,"09/18/2014","09/18/2019",2016,"Brooklyn",2621793
"SEBASTIAN","M",2004,"Italian Greyhound",10128,"09/18/2014","10/31/2016",2016,"Manhattan",1649114
"MIDORI","F",2008,"Anatolian Shepherd Dog",10019,"09/18/2014","09/18/2017",2016,"Manhattan",1649114
"CAMPBELL","M",2014,"Poodle",10128,"09/18/2014","09/18/2016",2016,"Manhattan",1649114
"WILLIAM","M",2011,"Maltese",10463,"09/18/2014","09/18/2019",2016,"Bronx",1438159
"APOLLO","M",2011,"Maltese",10463,"09/18/2014","09/18/2019",2016,"Bronx",1438159
"LISSY","F",2010,"Chihuahua",11373,"09/19/2014","10/17/2019",2016,"Queens",2321580
"PENNY","F",2013,"Labrador Retriever Crossbreed",11217,"09/19/2014","09/19/2019",2016,"Brooklyn",2621793
"TESLA","F",2013,"American Pit Bull Terrier/Pit Bull",11237,"09/19/2014","09/19/2019",2016,"Brooklyn",2621793
"ANDY","M",2010,"Chihuahua",11373,"09/19/2014","10/17/2019",2016,"Queens",2321580
"COCO","F",2014,"Maltese",11214,"09/19/2014","09/19/2016",2016,"Brooklyn",2621793
"SASHA","F",2014,"Manchester Terrier",11385,"09/20/2014","09/20/2019",2016,"Queens",2321580
"JETT","M",2009,"Labrador Retriever",11237,"09/20/2014","09/20/2016",2016,"Brooklyn",2621793
"NINA","F",2005,"Golden Retriever",10023,"09/20/2014","09/20/2019",2016,"Manhattan",1649114
"BELLE","F",2006,"Cocker Spaniel",11218,"09/20/2014","09/20/2017",2016,"Brooklyn",2621793
"COOPER","M",2008,"Labrador Retriever",11201,"09/20/2014","09/23/2019",2016,"Brooklyn",2621793
"BRUTUS","M",2013,"Cocker Spaniel",11102,"09/20/2014","10/23/2019",2016,"Queens",2321580
"COCO","F",2002,"Maltese",10027,"09/20/2014","09/20/2016",2016,"Manhattan",1649114
"AUGUSTA","F",2001,"Jack Russell Terrier",11217,"09/20/2014","10/14/2017",2016,"Brooklyn",2621793
"MINNIE","F",2007,"Chihuahua",11217,"09/20/2014","10/14/2017",2016,"Brooklyn",2621793
"ZOEY","F",2014,"Labradoodle",10301,"09/20/2014","09/20/2019",2016,"Staten Island",473324
"ROSIE","F",2013,"Labradoodle",10013,"09/20/2014","09/20/2019",2016,"Manhattan",1649114
"CHAUNCEY","M",2006,"Shih Tzu",10463,"09/21/2014","09/21/2016",2016,"Bronx",1438159
"RIGGINS","F",2011,"American Pit Bull Mix / Pit Bull Mix",10023,"09/21/2014","09/21/2019",2016,"Manhattan",1649114
"JELLY","F",2014,"German Shepherd Crossbreed",11364,"09/21/2014","09/21/2019",2016,"Queens",2321580
"ANDY","F",2013,"Cocker Spaniel",11201,"09/21/2014","09/21/2018",2016,"Brooklyn",2621793
"MAGGIE","F",2013,"Labrador Retriever",10023,"09/21/2014","09/30/2016",2016,"Manhattan",1649114
"SOLO","M",2008,"American Pit Bull Mix / Pit Bull Mix",11234,"09/21/2014","06/10/2019",2016,"Brooklyn",2621793
"ZOE","F",2004,"Havanese",11231,"09/21/2014","10/31/2019",2016,"Brooklyn",2621793
"HANNAH","F",2014,"Schnauzer, Miniature",10019,"09/21/2014","09/21/2019",2016,"Manhattan",1649114
"CHANCE","M",2008,"Border Terrier",11234,"09/21/2014","09/21/2019",2016,"Brooklyn",2621793
"PATCH","M",2004,"Maltese",10016,"09/21/2014","10/02/2019",2016,"Manhattan",1649114
"STELLA","F",2013,"Border Collie",11377,"09/22/2014","09/22/2019",2016,"Queens",2321580
"MIA","F",2011,"Yorkshire Terrier",11222,"09/22/2014","10/10/2016",2016,"Brooklyn",2621793
"CHASE","M",2007,"Shih Tzu",11228,"09/22/2014","09/29/2016",2016,"Brooklyn",2621793
"DAISY","F",2014,"Poodle, Miniature",10038,"09/22/2014","09/22/2017",2016,"Manhattan",1649114
"FIONA","F",2013,"Boston Terrier",10128,"09/22/2014","09/22/2019",2016,"Manhattan",1649114
"LEXY","F",2007,"Yorkshire Terrier",10314,"09/22/2014","09/04/2019",2016,"Staten Island",473324
"DAKOTA","F",2014,"Vizsla",10003,"09/22/2014","09/22/2019",2016,"Manhattan",1649114
"PARKER","M",2014,"Beagle Crossbreed",10309,"09/23/2014","09/23/2019",2016,"Staten Island",473324
"STORM","F",2012,"Labrador Retriever",11209,"09/23/2014","10/04/2019",2016,"Brooklyn",2621793
"LEOPOLD","M",2008,"Beagle",10023,"09/23/2014","07/18/2017",2016,"Manhattan",1649114
"EVEYLYN","F",2008,"French Bulldog",10011,"09/23/2014","09/23/2016",2016,"Manhattan",1649114
"NENA","F",2007,"Chihuahua",10473,"09/23/2014","09/23/2016",2016,"Bronx",1438159
"PIPER","F",2014,"Pointer",10012,"09/23/2014","09/23/2017",2016,"Manhattan",1649114
"JULIUS","M",2008,"Australian Cattledog",11215,"09/23/2014","09/23/2019",2016,"Brooklyn",2621793
"CHUNK","M",2011,"Bull Dog, French",10011,"09/23/2014","08/16/2016",2016,"Manhattan",1649114
"IVORY","F",2004,"Poodle, Toy",10461,"09/23/2014","10/19/2017",2016,"Bronx",1438159
"BAMBA","M",2011,"French Bulldog",11201,"09/24/2014","09/24/2016",2016,"Brooklyn",2621793
"BEAR","M",2013,"Shiba Inu",10014,"09/24/2014","09/24/2019",2016,"Manhattan",1649114
"TED","M",2011,"American Pit Bull Mix / Pit Bull Mix",11206,"09/24/2014","09/24/2017",2016,"Brooklyn",2621793
"OREO","F",2005,"Havanese",10026,"09/24/2014","05/21/2017",2016,"Manhattan",1649114
"LAWRENCE","M",2010,"American Pit Bull Terrier/Pit Bull",10025,"09/25/2014","10/26/2017",2016,"Manhattan",1649114
"MASON","M",2014,"American Pit Bull Terrier/Pit Bull",10032,"09/25/2014","09/25/2017",2016,"Manhattan",1649114
"PRINCESS","F",2008,"Yorkshire Terrier",11102,"09/25/2014","10/08/2016",2016,"Queens",2321580
"CHOCOLATE","F",2007,"American Pit Bull Terrier/Pit Bull",11208,"09/25/2014","10/28/2016",2016,"Brooklyn",2621793
"WEEZY","M",2006,"American Pit Bull Mix / Pit Bull Mix",10040,"09/25/2014","09/25/2017",2016,"Manhattan",1649114
"LOLA","F",2014,"Labrador Retriever",10040,"09/25/2014","09/25/2019",2016,"Manhattan",1649114
"DEMO","M",2009,"Havanese",11365,"09/25/2014","10/02/2019",2016,"Queens",2321580
"ABBEY","F",2013,"Weimaraner",11694,"09/25/2014","09/25/2019",2016,"Queens",2321580
"EMMA","F",2013,"Vizsla",11694,"09/25/2014","09/25/2019",2016,"Queens",2321580
"GRAYSON","M",2012,"Chihuahua",11221,"09/25/2014","09/25/2017",2016,"Brooklyn",2621793
"BO","M",2011,"Maltese",11372,"09/25/2014","10/07/2017",2016,"Queens",2321580
"COCO","F",2008,"German Shepherd Dog",11221,"09/26/2014","09/26/2019",2016,"Brooklyn",2621793
"PORK","F",2011,"Bull Dog, English",10019,"09/26/2014","09/26/2019",2016,"Manhattan",1649114
"BONNIE","F",2009,"Maltese",11358,"09/26/2014","10/21/2016",2016,"Queens",2321580
"SCOOBIE","M",2005,"Jack Russell Terrier",11221,"09/26/2014","06/29/2016",2016,"Brooklyn",2621793
"BIANCA","F",2006,"Shih Tzu",10023,"09/26/2014","06/29/2017",2016,"Manhattan",1649114
"CHRISTMAS","F",2008,"Miniature Schnauzer",10016,"09/26/2014","09/26/2017",2016,"Manhattan",1649114
"LULU","F",2010,"Poodle, Miniature",11211,"09/26/2014","09/26/2018",2016,"Brooklyn",2621793
"HARLEY","F",2014,"Pomeranian",10009,"09/26/2014","09/26/2016",2016,"Manhattan",1649114
"ROCKO","M",2013,"Chihuahua",10035,"09/27/2014","09/27/2017",2016,"Manhattan",1649114
"KINLEY","F",2012,"German Shepherd Dog",11377,"09/27/2014","09/27/2019",2016,"Queens",2321580
"AUGIE","M",2008,"Pug",11238,"09/27/2014","10/28/2016",2016,"Brooklyn",2621793
"MOJEAU","M",2009,"Brussels Griffon",10011,"09/27/2014","10/14/2019",2016,"Manhattan",1649114
"WENDELL","M",2011,"Wire Fox Terrier",10023,"09/27/2014","08/02/2016",2016,"Manhattan",1649114
"RANGER","M",2014,"German Shepherd Dog",11414,"09/27/2014","09/27/2019",2016,"Queens",2321580
"MURPHY","M",2010,"Puggle",10463,"09/27/2014","09/27/2017",2016,"Bronx",1438159
"SHASHI","F",2009,"Jack Russell Terrier",10021,"09/27/2014","09/27/2019",2016,"Manhattan",1649114
"DAISY","F",2003,"Poodle, Standard",11234,"09/27/2014","10/30/2016",2016,"Brooklyn",2621793
"AJAXX","M",2014,"Miniature Pinscher",11222,"09/28/2014","09/28/2016",2016,"Brooklyn",2621793
"TOBY","M",2012,"Havanese",10033,"09/28/2014","09/28/2017",2016,"Manhattan",1649114
"ARCHIE","F",2011,"Labrador Retriever",10027,"09/28/2014","09/28/2019",2016,"Manhattan",1649114
"CODY","M",2012,"Pug",10002,"09/28/2014","04/13/2016",2016,"Manhattan",1649114
"DEXTER","M",2013,"Labrador Retriever Crossbreed",10032,"09/28/2014","09/26/2017",2016,"Manhattan",1649114
"BRIAN","M",2012,"Mastiff, Bull",10027,"09/28/2014","07/03/2017",2016,"Manhattan",1649114
"BARNEY","M",2004,"Beagle",10024,"09/29/2014","10/01/2016",2016,"Manhattan",1649114
"Q","M",2008,"Chihuahua",11222,"09/29/2014","03/06/2019",2016,"Brooklyn",2621793
"OLIVER","M",2012,"Poodle, Miniature",10019,"09/29/2014","09/29/2019",2016,"Manhattan",1649114
"LOKI","F",2014,"German Shepherd Crossbreed",11231,"09/29/2014","09/29/2019",2016,"Brooklyn",2621793
"BECK","M",2012,"Dachshund Smooth Coat",10027,"09/29/2014","09/29/2016",2016,"Manhattan",1649114
"WENDY","F",2011,"German Wirehaired Pointer",10022,"09/29/2014","09/29/2016",2016,"Manhattan",1649114
"BELLA","F",2007,"Chow Chow",11429,"09/29/2014","09/29/2016",2016,"Queens",2321580
"FINLEY","M",2013,"Poodle, Standard",11215,"09/29/2014","09/29/2017",2016,"Brooklyn",2621793
"ROCKY","M",2004,"Chihuahua",11222,"09/29/2014","04/29/2019",2016,"Brooklyn",2621793
"BENNIE","M",2010,"Dachshund Smooth Coat",10471,"09/29/2014","09/29/2017",2016,"Bronx",1438159
"KYLA","F",2012,"American Pit Bull Terrier/Pit Bull",11209,"09/29/2014","09/29/2016",2016,"Brooklyn",2621793
"COCO","F",2012,"Poodle",11378,"09/30/2014","09/30/2016",2016,"Queens",2321580
"SASHA","F",2012,"Beagle",10014,"09/30/2014","09/30/2019",2016,"Manhattan",1649114
"DASHWOOD","M",2014,"Shetland Sheepdog",10023,"09/30/2014","09/30/2016",2016,"Manhattan",1649114
"OLIVER","M",2014,"English Setter",11238,"09/30/2014","09/30/2019",2016,"Brooklyn",2621793
"WYLIE","M",2010,"German Shepherd Dog",10014,"09/30/2014","09/30/2019",2016,"Manhattan",1649114
"COPPER","M",2007,"Welsh Corgi, Cardigan",10022,"09/30/2014","09/30/2016",2016,"Manhattan",1649114
"KODIE","M",2012,"Border Collie",10301,"09/30/2014","09/30/2017",2016,"Staten Island",473324
"TIKUIOE","M",2014,"Yorkshire Terrier",11373,"10/01/2014","10/01/2017",2016,"Queens",2321580
"RICKY","M",2003,"Chihuahua",10011,"10/01/2014","10/30/2017",2016,"Manhattan",1649114
"DARCY","F",2010,"Dachshund",10014,"10/01/2014","10/01/2016",2016,"Manhattan",1649114
"HUNDLEY","M",2012,"Chihuahua",11105,"10/01/2014","10/05/2017",2016,"Queens",2321580
"MCHUMBA","M",2012,"Rhodesian Ridgeback",10306,"10/01/2014","10/20/2019",2016,"Staten Island",473324
"KUMBUKA","F",2010,"Rhodesian Ridgeback",10306,"10/01/2014","10/22/2019",2016,"Staten Island",473324
"UMA","F",2009,"Rottweiler",10456,"10/01/2014","10/19/2017",2016,"Bronx",1438159
"JAKE","M",2013,"Puggle",10026,"10/01/2014","10/01/2017",2016,"Manhattan",1649114
"PEBBLE","F",2012,"Maltese",11249,"10/01/2014","10/19/2017",2016,"Brooklyn",2621793
"PRINCESS","F",2008,"Lhasa Apso",11694,"10/01/2014","10/28/2017",2016,"Queens",2321580
"LOUIE","M",2008,"Papillon",11105,"10/01/2014","09/07/2017",2016,"Queens",2321580
"MADDIE","F",2007,"Labrador Retriever Crossbreed",10471,"10/01/2014","05/26/2016",2016,"Bronx",1438159
"SIMBA","M",2012,"Golden Retriever",11426,"10/02/2014","10/02/2017",2016,"Queens",2321580
"JAKE","M",2012,"Norwich Terrier",10027,"10/02/2014","11/25/2016",2016,"Manhattan",1649114
"WINSTON","M",2013,"Wheaton Terrier",10021,"10/02/2014","10/02/2018",2016,"Manhattan",1649114
"MAXIMUS","M",2010,"Dachshund Smooth Coat",11222,"10/02/2014","10/02/2017",2016,"Brooklyn",2621793
"LUCY","F",2012,"Dalmatian",11231,"10/02/2014","10/02/2016",2016,"Brooklyn",2621793
"OONA","F",2013,"Yorkshire Terrier",10021,"10/02/2014","10/02/2018",2016,"Manhattan",1649114
"LEO","M",2010,"Rhodesian Ridgeback",11201,"10/02/2014","01/28/2017",2016,"Brooklyn",2621793
"FRANNY","F",2014,"German Shepherd Dog",10011,"10/02/2014","10/02/2019",2016,"Manhattan",1649114
"OZ","M",2013,"Yorkshire Terrier",10021,"10/02/2014","10/02/2018",2016,"Manhattan",1649114
"MAXX","M",2014,"Cane Corso",10301,"10/03/2014","10/03/2016",2016,"Staten Island",473324
"BOOMER","M",2013,"Collie Crossbreed",10461,"10/03/2014","10/03/2017",2016,"Bronx",1438159
"EDDIE","M",2011,"Maltese",11225,"10/03/2014","08/28/2016",2016,"Brooklyn",2621793
"JOANIE","F",2010,"Chihuahua",11209,"10/03/2014","10/03/2017",2016,"Brooklyn",2621793
"MAXI","M",2013,"Poodle, Toy",10282,"10/03/2014","10/03/2016",2016,"Manhattan",1649114
"BLUE","F",2009,"American Pit Bull Terrier/Pit Bull",11218,"10/03/2014","02/27/2016",2016,"Brooklyn",2621793
"VALENTINA","F",2011,"Yorkshire Terrier",11229,"10/03/2014","08/26/2016",2016,"Brooklyn",2621793
"EZE","M",2008,"Poodle, Standard",10002,"10/03/2014","09/23/2017",2016,"Manhattan",1649114
"REILY","F",2007,"Maltese",11225,"10/03/2014","10/07/2016",2016,"Brooklyn",2621793
"LLOYD","M",2006,"Boston Terrier",10025,"10/03/2014","10/03/2016",2016,"Manhattan",1649114
"YOSHI","F",2009,"Chihuahua",11378,"10/04/2014","10/04/2019",2016,"Queens",2321580
"LOLA","F",2002,"Dachshund",10011,"10/04/2014","10/04/2017",2016,"Manhattan",1649114
"BUTCH","M",2012,"Shih Tzu",10459,"10/04/2014","10/04/2016",2016,"Bronx",1438159
"BARKLEY","F",2013,"Jack Russell Terrier",11201,"10/04/2014","10/02/2017",2016,"Brooklyn",2621793
"BUDDY","M",2014,"Labrador Retriever Crossbreed",10016,"10/04/2014","10/04/2019",2016,"Manhattan",1649114
"QUEENIE","F",2004,"Dachshund Smooth Coat",10003,"10/04/2014","10/04/2017",2016,"Manhattan",1649114
"ALISTAIR","M",2012,"Labradoodle",10011,"10/04/2014","10/04/2016",2016,"Manhattan",1649114
"INDIANA","M",2013,"Vizsla",10075,"10/04/2014","11/24/2016",2016,"Manhattan",1649114
"ZOEY","F",2012,"American Pit Bull Mix / Pit Bull Mix",11416,"10/04/2014","10/04/2017",2016,"Queens",2321580
"LAYLA","F",2013,"Havanese",10065,"10/04/2014","10/04/2019",2016,"Manhattan",1649114
"SENSATION","F",2014,"Mastiff",10035,"10/05/2014","10/05/2016",2016,"Manhattan",1649114
"SEAVER","M",2013,"Labrador Retriever Crossbreed",11106,"10/05/2014","10/06/2019",2016,"Queens",2321580
"ADELINE","F",2013,"Poodle, Toy",10036,"10/05/2014","10/05/2019",2016,"Manhattan",1649114
"SIMBA","M",2014,"Beagle",11385,"10/05/2014","10/05/2016",2016,"Queens",2321580
"BUDDY","M",2010,"Cocker Spaniel",10038,"10/05/2014","10/15/2019",2016,"Manhattan",1649114
"BLU","M",2014,"Cane Corso",11216,"10/05/2014","10/05/2019",2016,"Brooklyn",2621793
"BOURNE","M",2014,"Golden Retriever",11201,"10/05/2014","10/05/2017",2016,"Brooklyn",2621793
"TEMPTATION","M",2014,"Mastiff",10035,"10/05/2014","10/05/2016",2016,"Manhattan",1649114
"COOKIE","F",2007,"Yorkshire Terrier",11222,"10/06/2014","10/06/2016",2016,"Brooklyn",2621793
"ZAI","M",2010,"Belgian Malinois",11221,"10/06/2014","10/06/2017",2016,"Brooklyn",2621793
"REMY","M",2011,"Bichon Frise",11355,"10/06/2014","10/06/2017",2016,"Queens",2321580
"NUCKY","F",2012,"Bull Dog, French",11222,"10/06/2014","04/22/2019",2016,"Brooklyn",2621793
"LILY","F",2007,"Labrador Retriever",11378,"10/06/2014","10/06/2019",2016,"Queens",2321580
"BEAR","M",2013,"Poodle",11215,"10/06/2014","10/06/2019",2016,"Brooklyn",2621793
"JASMINE","F",2007,"Chihuahua",10304,"10/06/2014","10/01/2016",2016,"Staten Island",473324
"ANGEL","M",2008,"Yorkshire Terrier",11222,"10/06/2014","10/06/2016",2016,"Brooklyn",2621793
